IMO Number,CO₂ emissions per distance [kg CO₂ / n mile],CO₂eq emissions per distance [kg CO₂eq / n mile]
9200706,Division by zero!,Division by zero!
9200938,526.84,534.92
9200940,472.92,480.3
9200952,447.04,454.07
9201750,238.92,242.58
9202039,139.69,141.87
9202077,213.3,216.64
9202118,Division by zero!,Division by zero!
9202170,337.24,342.51
9202508,306.33,311.15
9202510,306.62,311.45
9202522,324.57,329.68
9202534,310.29,315.16
9202546,286,290.49
9202558,283.16,287.61
9202857,268.12,272.26
9202869,267.76,271.94
9203174,586.67,595.9
9203186,682.27,693
9203502,355.99,361.59
9203526,341.06,346.45
9203576,356.11,361.68
9203588,313.16,318.07
9203590,313.89,318.81
9203904,212.99,216.33
9203954,411.53,417.97
9204063,784.67,797.01
9204362,363.69,369.4
9204477,314.71,319.64
9204491,393.99,400.1
9204506,273.69,277.99
9204568,735.96,747.54
9204726,227.43,230.98
9204790,213.39,216.71
9204958,398.09,404.34
9204960,415.19,421.71
9205550,167.08,169.65
9205574,162.8,165.34
9205615,Division by zero!,Division by zero!
9205706,181.13,183.95
9205718,138.58,140.73
9205885,201.38,204.51
9205897,189.64,192.58
9205902,233.77,237.42
9205926,206.04,209.24
9205938,215.16,218.5
9205940,307.85,312.66
9206061,243.98,247.82
9206140,180.53,183.35
9206700,449.65,456.54
9206712,446.99,453.83
9206774,338.25,343.49
9206786,327.96,333.15
9207039,151.17,153.48
9207388,344.5,349.85
9207390,187.27,190.16
9207508,139.58,141.73
9207584,773.18,785.35
9207778,365.32,371.06
9207883,372.65,378.51
9207895,321.8,326.87
9207998,338.13,343.45
9208007,357.39,363.01
9208071,565.09,573.98
9208083,619.42,629.15
9208148,264.71,268.76
9208198,215.76,219.14
9208203,217.08,220.49
9208356,343.53,348.94
9208526,358.32,363.89
9208617,646.04,656.1
9208629,676.88,687.43
9208679,636.58,646.61
9208875,438.93,445.76
9209104,389.42,395.55
9209116,Division by zero!,Division by zero!
9209453,305.26,310.04
9209506,319.2,324.11
9210074,452.03,459.13
9210098,497.26,505.04
9210139,673.93,684.28
9210141,834.97,848.04
9210153,738.61,750.2
9210218,515.59,523.58
9210220,503.69,511.55
9210244,148.4,150.68
9210309,145.8,148.04
9210438,291.82,296.4
9210440,331.36,336.57
9210701,270.5,274.64
9210713,249.12,252.99
9210919,340.4,345.76
9211157,Division by zero!,Division by zero!
9211482,703.68,714.8
9211494,830.77,843.97
9211509,2206.89,2240.68
9211511,539.72,548.19
9211547,180.1,182.91
9212010,301.41,306.15
9212022,314.22,319.12
9212034,280.76,285.18
9212163,277.28,281.6
9212644,490.99,498.71
9212656,472.61,480.05
9213088,226.79,230.32
9213090,250.7,254.6
9213210,89.64,91.03
9213337,478.77,486.1
9213363,Division by zero!,Division by zero!
9213416,1054.79,1066.16
9213454,314.32,319.21
9213583,772.09,784.25
9213727,132.65,134.7
9213739,131.75,133.79
9213741,116.42,118.22
9213818,300.56,305.3
9213820,278.43,282.79
9213911,130.84,132.84
9213935,184.49,187.36
9213959,198.87,201.96
9213961,171.82,174.52
9214185,143.68,145.88
9214252,Division by zero!,Division by zero!
9214288,1001.27,1017.04
9214305,312.5,317.4
9214317,386.51,392.56
9214367,814.03,826.82
9214379,599.38,608.56
9214666,374.41,380.27
9214678,312.21,317.13
9214848,Division by zero!,Division by zero!
9214898,975.16,990.44
9214991,794.44,806.95
9215141,155.6,158.01
9215189,447.74,454.77
9215256,300.69,305.4
9215268,313.22,318.12
9215270,323.06,328.13
9215282,250.21,254.15
9215294,360.67,366.32
9215309,341.15,346.5
9215311,687.89,698.65
9215323,774.7,786.95
9215347,329.73,335.01
9215476,340.71,346.08
9215490,1293.24,1313.36
9215505,520.03,528.2
9215555,569.1,578.06
9215878,393.49,399.66
9215907,436.16,442.99
9216028,781.28,793.59
9216030,757.51,769.45
9216092,254.3,258.3
9216107,202.13,205.29
9216183,545.18,553.53
9216250,728.38,739.53
9216303,1433.09,1450.3
9216353,283.79,288.24
9216470,159.62,162.12
9216585,552.89,561.59
9216597,225.85,229.35
9216729,835.96,848.94
9217125,625.53,635.35
9217163,134.21,136.32
9217230,553.06,561.78
9217242,643.08,653.2
9217462,164.17,166.71
9217565,319.83,324.86
9217618,Division by zero!,Division by zero!
9217644,Division by zero!,Division by zero!
9217656,Division by zero!,Division by zero!
9217826,166.72,169.31
9218038,398.36,404.55
9218088,206.27,209.49
9218193,101.04,102.59
9218208,101.45,103.02
9218337,141.9,144.11
9218404,187.69,190.6
9218416,195.57,198.6
9218428,Division by zero!,Division by zero!
9218648,323.99,329.12
9218789,Division by zero!,Division by zero!
9218844,283.43,287.84
9219331,545.88,554.24
9219381,417.49,424.05
9219393,525.1,533.33
9219862,191.74,194.73
9219874,171.1,173.77
9220079,223.1,226.56
9220330,805,817.65
9220342,799.12,811.68
9220354,192.71,195.72
9220615,394.87,401.07
9220627,363.43,369.13
9220794,256.72,260.69
9220809,214.27,217.56
9220859,370.57,376.41
9220861,412.67,419.15
9220885,334.37,339.65
9220897,347.6,353.07
9220926,383.08,389.04
9220976,217.74,221.13
9221011,312.4,317.29
9221097,511.52,519.53
9221279,947.41,962.14
9221281,994.64,1010.21
9221310,739.88,751.45
9221334,314.64,319.59
9221346,455.39,462.37
9221358,416.27,422.64
9221360,Division by zero!,Division by zero!
9221566,739.57,751.1
9221592,360.11,365.72
9221633,242.06,245.85
9221645,184.74,187.65
9221798,Division by zero!,Division by zero!
9221815,749.31,761.02
9221839,736.36,748.05
9222118,364.99,370.71
9222120,322.04,327.09
9222132,885.75,899.32
9222352,171.89,174.56
9222493,216.58,219.99
9222510,271.05,275.31
9222522,800.39,812.93
9222534,774.79,786.97
9222558,224.43,227.96
9222572,258.19,262.22
9222651,200.8,203.94
9223150,335.28,340.5
9223174,289.9,294.44
9223277,Division by zero!,Division by zero!
9223289,403.82,410.13
9223485,303.23,307.98
9223643,158.42,160.88
9223784,622.13,631.89
9223796,704.77,715.76
9223813,226.64,230.19
9223904,218.26,221.69
9223916,212.63,215.95
9224025,362.92,368.64
9224051,380.05,386
9224300,412.92,419.41
9224312,455.61,462.76
9224673,Division by zero!,Division by zero!
9224726,892.41,906.28
9224855,Division by zero!,Division by zero!
9224867,232.96,236.62
9225017,Division by zero!,Division by zero!
9225029,Division by zero!,Division by zero!
9225043,307.63,312.47
9225055,Division by zero!,Division by zero!
9225251,193.81,196.86
9225299,210.14,213.41
9225524,Division by zero!,Division by zero!
9225586,157.35,159.77
9225615,651.84,662.02
9225641,616.22,625.91
9225653,Division by zero!,Division by zero!
9225665,749.72,761.52
9225677,687.08,697.86
9225794,343.34,348.73
9226360,408.85,415.28
9226372,191.36,194.33
9226504,415.73,422.28
9226516,403.05,409.41
9226700,167.91,170.54
9226748,Division by zero!,Division by zero!
9226906,906.5,920.72
9226918,724.54,735.91
9226920,697.23,708.21
9227015,553.05,561.77
9227027,Division by zero!,Division by zero!
9227039,Division by zero!,Division by zero!
9227053,290.32,294.8
9227259,365.92,371.67
9227273,637.06,647
9227297,692.49,703.39
9227302,702.83,713.83
9227314,672.99,683.55
9227326,592.13,601.42
9227338,695.01,705.9
9227340,685.03,695.78
9227390,508.37,516.37
9227417,886.25,900.21
9227429,696.78,707.72
9227649,299.26,303.95
9227819,303.49,308.26
9227833,269.87,274.11
9227857,163.39,165.92
9227871,143.72,145.96
9227900,278.38,282.73
9227912,286.74,291.23
9227924,320.21,325.23
9227962,197.84,200.93
9228033,230.1,233.69
9228071,375.6,381.44
9228100,265.89,270.06
9228227,203.22,206.42
9228241,115.49,117.29
9228291,231.74,235.37
9228306,306.69,311.49
9228320,249.98,253.91
9228344,1285.08,1304.85
9228356,1403.01,1424.72
9228370,228.84,232.42
9228382,201.13,204.27
9228538,415.54,422.02
9228801,324.75,329.77
9228813,547.4,555.93
9228978,183.35,186.18
9229087,145.48,147.76
9229116,127.52,129.47
9229300,666.05,676.44
9229312,715.35,726.59
9229659,1007.71,1023.45
9229697,243.58,247.39
9229829,803.27,816.35
9229831,807.98,821.08
9229843,810.4,823.12
9229855,709.22,720.46
9229867,161.53,164.04
9229879,Division by zero!,Division by zero!
9229996,268.06,272.23
9230000,256.92,260.9
9230048,2870.02,2906.73
9230127,303.83,308.59
9230141,278.34,282.72
9230191,273.17,277.46
9230402,1205.73,1224.53
9230426,Division by zero!,Division by zero!
9230476,716.8,728.51
9230488,719.43,730.76
9230490,755.83,767.73
9230505,2288.18,2323.61
9230751,Division by zero!,Division by zero!
9230763,264.53,268.7
9230921,227.96,231.54
9230995,500.7,508.52
9231028,141.38,143.57
9231092,370.21,376
9231119,331.51,336.71
9231133,286.06,290.56
9231157,438.13,445.05
9231171,346.95,352.39
9231183,357.26,362.81
9231248,628.18,638.08
9231250,663.39,673.82
9231262,648.86,659.06
9231286,350.51,355.98
9231470,429.23,435.95
9231482,399.88,406.15
9231494,406.92,413.29
9231614,379.69,385.63
9231676,146.11,148.41
9231779,501.07,508.88
9231808,598.61,608.02
9231810,569.84,578.74
9231822,535.36,543.74
9231834,254.03,258.01
9231846,239.8,243.5
9231951,224.6,228.04
9232151,296.6,301.24
9232204,194.19,197.24
9232369,203.97,207.16
9232462,317.77,322.75
9232527,529.33,537.58
9232565,498.88,507.15
9232577,556.69,565.43
9232589,522.66,531.19
9232644,283.04,287.42
9232656,285.94,290.43
9232797,264.09,268.16
9232852,Division by zero!,Division by zero!
9232890,374.55,380.42
9233246,320.67,325.65
9233258,260.08,264.06
9233260,Division by zero!,Division by zero!
9233284,Division by zero!,Division by zero!
9233454,253,256.96
9233624,191.91,194.9
9233856,449.25,456.3
9233882,297.14,301.8
9234135,322.23,327.3
9234202,216.18,219.54
9234276,120.93,122.8
9234288,131.55,133.59
9234290,126.33,128.28
9234331,619.26,629
9234355,547.47,556.08
9234680,462.56,469.76
9234989,258.14,262.13
9234991,244.25,248.09
9235050,434.23,441.03
9235062,354.17,359.72
9235141,278.09,282.45
9235359,488.14,495.79
9235361,293.37,297.98
9235385,187.9,190.82
9235402,373.73,379.56
9235414,173.68,176.35
9235488,120.57,122.46
9235490,149.42,151.76
9235517,581.04,590.15
9235529,695.36,706.3
9235543,483.27,490.88
9235555,455.58,462.75
9235567,560.7,569.54
9235579,550.32,558.96
9235610,244.54,248.28
9235696,501.35,509.24
9235816,394.11,400.31
9235842,156.15,158.56
9235854,Division by zero!,Division by zero!
9235969,Division by zero!,Division by zero!
9236092,240.8,244.52
9236224,311.71,316.6
9236262,338,343.3
9236274,274.71,279.02
9236286,178.96,181.77
9236353,1691.18,1717.85
9236418,1277.19,1293.7
9236420,1323.19,1341
9236597,301.77,306.5
9236652,272.78,276.96
9236975,Division by zero!,Division by zero!
9237113,Division by zero!,Division by zero!
9237149,163.78,166.33
9237151,517.8,525.95
9237175,105.69,107.33
9237199,298.28,302.98
9237204,Division by zero!,Division by zero!
9237242,464.55,471.81
9237369,259.93,264.01
9237371,233.02,236.69
9237589,749888.34,761372.84
9237747,Division by zero!,Division by zero!
9237888,245.8,249.63
9238038,671.1,678.29
9238064,313.7,318.61
9238076,299.61,304.33
9238117,209.94,213.22
9238337,581.63,590.78
9238351,142.02,144.25
9238363,119.64,121.52
9238442,153.3,155.72
9238466,256.46,260.5
9238507,263.08,267.2
9238674,261.68,265.74
9238703,219.94,223.37
9238739,658.26,668.59
9238741,768.57,780.67
9239616,17963.79,18238.92
9239783,1063.32,1079.9
9239795,Division by zero!,Division by zero!
9239800,208.28,211.51
9239874,339.29,344.63
9239903,310.75,315.63
9240122,389.44,395.5
9240160,324.48,329.53
9240524,98.87,100.39
9240548,175.02,177.75
9240794,232.15,235.76
9240897,354.71,360.27
9240964,330.36,335.52
9240976,320.88,325.9
9241061,1351.18,1372.35
9241267,773.96,782.41
9241346,283.26,287.73
9241358,Division by zero!,Division by zero!
9241451,269.35,273.6
9241774,393.87,400.08
9241786,378.53,384.49
9242089,512.52,520.54
9242285,276.76,281.1
9242302,246.85,250.71
9242326,368.88,374.63
9242338,417.33,423.83
9242388,334.65,339.92
9242390,359.31,364.97
9242558,251.34,255.29
9242560,248.56,252.46
9242596,205.21,208.42
9242625,259.02,263.05
9242637,258.52,262.59
9242651,350.51,355.96
9243174,514.54,522.62
9243186,485.96,493.6
9243203,425.63,432.33
9243227,554.23,563.35
9243253,150.91,153.22
9243306,494.05,501.84
9243382,252.38,256.31
9243394,816.73,829.58
9243423,632.54,647
9243435,492.19,499.92
9243447,483.09,490.68
9243497,Division by zero!,Division by zero!
9243526,409.91,416.26
9243590,553.25,561.93
9243667,794.49,806.89
9243693,282.86,287.29
9243849,358.96,364.57
9244037,198.96,202.06
9244075,170.18,172.82
9244087,149.26,151.59
9244180,205.91,209.14
9244257,216.86,220.23
9244362,335.86,341.12
9244374,209.63,212.9
9244441,409.32,415.75
9244788,358.98,364.61
9244829,365.83,371.56
9244831,284.31,288.76
9244843,Division by zero!,Division by zero!
9244881,605.48,615.02
9244922,755.72,767.55
9244934,764.5,776.46
9244946,825.18,838.19
9245249,Division by zero!,Division by zero!
9245275,135.9,138
9245598,Division by zero!,Division by zero!
9246102,803.55,816.17
9246152,201.16,204.25
9246346,361.81,367.48
9246396,512.55,520.57
9246451,Division by zero!,Division by zero!
9246530,230.81,234.44
9246554,248.25,252.14
9246566,249.34,253.22
9246578,885.61,895.58
9246580,424.72,431.38
9246592,465.49,472.79
9246607,405.31,411.68
9246683,421.47,428.02
9246700,429.69,436.45
9246712,432.94,439.76
9246920,123.13,125.05
9247144,706.47,717.37
9247168,652.83,662.83
9247285,291.1,295.69
9247364,821.27,830.02
9247405,230.38,234.01
9247508,275.88,280.18
9247510,571.72,580.71
9247572,320.19,325.27
9247584,340.37,345.7
9247728,330.36,335.42
9247766,Division by zero!,Division by zero!
9247807,337.12,342.41
9247924,300.02,304.72
9247936,283.97,288.43
9248112,521.24,529.39
9248124,477.86,485.39
9248162,573.92,582.97
9248461,249.26,253.16
9248552,334.64,339.76
9248564,276.79,281.06
9248916,217.56,220.95
9248954,Division by zero!,Division by zero!
9249116,530.59,538.91
9249180,973.63,988.81
9249233,356.24,361.79
9249271,349,354.4
9249295,261.75,265.87
9249996,323.62,328.72
9250000,317.34,322.31
9250098,251.71,255.67
9250165,332.67,337.89
9250220,321.54,326.63
9250244,Division by zero!,Division by zero!
9250397,122.68,124.59
9250464,861.86,875.39
9250488,304.22,308.99
9250567,Division by zero!,Division by zero!
9250579,228.14,231.69
9250696,Division by zero!,Division by zero!
9250701,251.48,255.38
9250751,276.59,280.91
9250983,530.33,538.67
9250995,700.32,711.28
9251042,177.15,179.93
9251080,170.5,173.18
9251315,341.46,346.76
9251327,269.44,273.69
9251559,330.72,335.91
9251652,23370.55,23728.48
9251676,Division by zero!,Division by zero!
9251705,692.85,703.71
9251779,257.54,261.55
9251781,205.63,208.81
9252199,315,319.94
9252228,349.81,355.26
9252448,435.11,441.89
9252541,593.56,602.91
9252735,438.35,445.26
9252773,245.93,249.74
9252785,264.7,268.87
9252797,215.65,219.04
9252802,236.36,240.03
9252876,190.6,193.56
9253038,347.47,352.95
9253129,403.06,409.34
9253143,338.53,343.83
9253208,434.64,441.45
9253210,471.81,479.22
9253222,803.41,811.96
9253246,317.75,322.7
9253258,Division by zero!,Division by zero!
9253260,165.63,168.23
9253595,358.81,364.39
9253727,525.72,533.94
9253741,537.08,545.5
9253777,338.3,343.55
9253820,320.72,325.75
9253856,311.09,315.91
9253868,253.92,257.88
9253870,266.65,270.84
9254111,283.28,287.73
9254252,202.3,205.47
9254525,301.54,306.29
9254563,308.14,312.98
9254630,Division by zero!,Division by zero!
9254733,295.02,299.65
9254903,343.02,348.41
9254941,286.03,290.42
9254989,298.62,303.27
9255062,230.29,233.88
9255074,176.25,179.01
9255189,169.2,171.85
9255490,336.16,341.43
9255517,360.87,366.47
9255579,134.98,137.09
9255622,128.77,130.74
9255737,244.97,248.8
9255751,Division by zero!,Division by zero!
9255763,149.11,151.46
9255775,239.73,243.5
9255787,244.48,248.32
9255799,Division by zero!,Division by zero!
9255804,158.5,160.98
9255816,Division by zero!,Division by zero!
9255828,105.78,107.43
9255842,Division by zero!,Division by zero!
9255854,Division by zero!,Division by zero!
9256200,841.31,852.11
9256315,291.57,296.14
9256327,252.77,256.75
9256365,315.34,320.26
9256377,235.12,238.83
9256391,363.03,368.72
9256420,161.92,164.4
9256432,153.2,155.55
9256470,884.74,898.64
9256535,Division by zero!,Division by zero!
9256597,781.24,789.95
9257058,227.02,230.57
9257199,168.78,171.4
9258014,479.91,487.43
9258155,283.25,287.65
9258349,220.89,224.36
9258612,320.84,325.87
9258985,148.38,150.69
9258997,127.19,129.16
9259276,979.14,990.56
9259290,291.62,296.16
9259317,357.5,363.11
9259496,336.88,342.17
9259501,409.28,415.7
9259513,430.53,437.29
9259707,661.73,671.98
9260005,631.53,641.37
9260079,319.8,324.83
9260081,332.95,338.17
9260146,Division by zero!,Division by zero!
9260158,Division by zero!,Division by zero!
9260366,155.34,157.76
9260378,162.23,164.78
9260536,198.34,201.42
9260835,132.9,134.98
9260847,429.64,436.27
9260859,198.08,201.18
9261011,228.98,232.58
9261023,324.8,329.84
9261035,263.79,267.85
9261047,169.89,172.52
9261085,161.83,164.38
9261449,638.45,648.45
9261516,220.31,223.76
9261542,427.67,481.16
9261554,477.38,484.88
9261750,194.07,197.13
9261762,238.96,242.71
9261891,481.14,488.69
9261906,394.79,401
9261918,300.95,305.69
9261932,231.1,234.73
9261970,270.06,274.28
9262089,411.32,417.78
9262091,396.09,402.29
9262118,523.55,531.76
9262132,523.96,532.2
9262209,909.53,920.52
9262211,765.71,774.05
9262223,Division by zero!,Division by zero!
9262235,932.68,942.75
9262534,258.48,262.5
9262546,214.11,217.47
9262584,Division by zero!,Division by zero!
9262704,687.4,698.23
9262716,523.92,532.16
9262730,Division by zero!,Division by zero!
9262900,458.23,465.39
9262936,290.16,294.71
9262998,Division by zero!,Division by zero!
9263069,369.64,375.44
9263071,291.35,295.94
9263136,260.57,264.67
9263174,331.36,336.55
9263306,287.24,291.76
9263370,431.87,438.66
9263655,806.96,819.64
9263693,522.48,530.66
9263760,Division by zero!,Division by zero!
9263928,175.61,178.33
9263942,130.64,132.69
9264192,138.1,140.26
9264465,227.06,230.62
9264714,181.24,184.03
9264726,Division by zero!,Division by zero!
9264764,113.69,115.48
9265366,Division by zero!,Division by zero!
9265378,251.93,255.79
9265419,503.5,511.34
9265421,497.58,505.33
9265524,292.49,297.09
9265598,245.74,249.57
9265689,394.81,401.03
9265861,Division by zero!,Division by zero!
9266140,215.31,218.66
9266188,Division by zero!,Division by zero!
9266231,196.01,199.08
9266243,309.49,314.34
9266267,284.6,289.05
9266310,207.07,210.29
9266542,260.08,264.16
9266554,251.99,255.92
9266566,250.35,254.28
9266982,699.07,706.55
9266994,710.52,718.11
9267003,819.05,827.79
9267015,779.38,787.73
9267027,371.49,377.29
9267209,189.7,192.65
9267390,537.37,545.78
9267558,258.53,262.49
9267560,232.4,235.96
9267601,337.02,342.33
9267613,314.21,319.13
9267687,312.21,317.12
9267699,330.99,336.21
9267716,249.09,253
9267728,245.6,249.46
9267742,192.53,195.54
9267754,209.61,212.91
9267900,Division by zero!,Division by zero!
9267912,512.64,520.73
9267924,359.94,365.59
9267974,155.52,157.94
9268083,218.77,222.2
9268291,134.22,136.31
9268394,240.1,243.87
9268473,Division by zero!,Division by zero!
9268485,Division by zero!,Division by zero!
9268631,219.19,222.63
9268708,844.61,857.93
9268928,Division by zero!,Division by zero!
9269075,598.4,607.78
9269207,820,978.16
9269269,288.17,292.65
9269271,178.96,181.76
9269960,750.16,758.18
9270476,574.37,583.36
9270646,365.61,371.36
9270684,349.19,354.66
9270696,298.85,303.55
9270737,428.4,435.06
9270842,330.94,336.14
9270919,157.78,160.26
9271248,950.84,961.69
9271341,631.95,641.87
9271511,305.77,310.53
9271884,207.85,211.05
9271925,270.81,275.06
9272199,320,325
9272204,250.26,254.19
